features,n_features,accuracy
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",7,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",7,0.845
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.845
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",6,0.845
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled",6,0.845
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled",4,0.845
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",8,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",8,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",9,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",8,0.845
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.845
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.845
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled",4,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled",6,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.845
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled",7,0.845
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled",6,0.845
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled",6,0.845
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled",5,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",8,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled",5,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled",6,0.845
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled",5,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled",7,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",7,0.845
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.845
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.845
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",8,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.84
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled",3,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",8,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_peak_mean_scaled",5,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled",5,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled",5,0.84
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled",4,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.84
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled",5,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled",6,0.84
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_peak_mean_scaled",6,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled",4,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",7,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_peak_mean_scaled",6,0.84
"spike_prom_skew, derivative_skew_scaled, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",7,0.84
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",7,0.84
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.83
"spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled",3,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled",3,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled",5,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_peak_mean_scaled",4,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled",4,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled",4,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.83
"spike_prom_mean, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled",4,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.83
"spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled",5,0.83
"spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.83
"spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.83
"spike_prom_mean, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_peak_mean_scaled",5,0.83
"spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled",3,0.825
"spike_prom_skew, derivative_skew_scaled",2,0.825
"spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.825
"spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled",3,0.825
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled",3,0.82
"spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.82
"spike_prom_skew, derivative_skew_scaled, spike_peak_mean_scaled",3,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled",4,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.82
"spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled",5,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_peak_mean_scaled",5,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled",5,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_peak_mean_scaled",4,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled",4,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.82
"raw_derivative_skew, spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled",4,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.82
"raw_derivative_skew, spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.82
"spike_prom_skew, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.82
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled",3,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_peak_mean_scaled",4,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, spike_prom_skew_scaled",4,0.815
"spike_prom_skew, spike_peak_mean, derivative_skew_scaled, raw_derivative_skew_scaled",4,0.815
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.81
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.81
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.81
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.81
"spike_prom_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.805
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.805
"spike_prom_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.805
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.805
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.805
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.805
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.795
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.795
"spike_prom_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",3,0.795
"spike_prom_mean, spike_prom_mean_scaled",2,0.79
"spike_prom_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",3,0.785
"raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled",3,0.785
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.785
"raw_derivative_skew, spike_prom_mean_scaled",2,0.785
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled",3,0.785
"spike_prom_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.785
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.785
"spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",3,0.785
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.785
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",5,0.78
spike_prom_mean_scaled,1,0.78
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.78
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled",4,0.78
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.78
"spike_prom_mean_scaled, spike_peak_mean_scaled",2,0.78
"spike_prom_mean_scaled, raw_derivative_skew_scaled",2,0.78
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.78
"spike_prom_mean, raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.78
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.78
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.78
"raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.775
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.775
"spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.775
"spike_prom_mean, raw_derivative_skew, spike_peak_mean_scaled",3,0.775
"spike_prom_mean, raw_derivative_skew, raw_derivative_skew_scaled",3,0.775
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.775
"spike_prom_mean, raw_derivative_skew, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.775
"spike_prom_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",3,0.775
"spike_prom_mean, raw_derivative_skew, spike_peak_mean",3,0.775
"spike_prom_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",3,0.775
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.775
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled",3,0.775
"raw_derivative_skew, spike_prom_mean_scaled, spike_peak_mean_scaled",3,0.775
"spike_prom_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.775
"spike_peak_mean, spike_prom_mean_scaled",2,0.775
"spike_prom_mean, raw_derivative_skew_scaled",2,0.775
"spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",3,0.775
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.775
spike_prom_mean,1,0.775
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.775
"spike_prom_mean, spike_peak_mean_scaled",2,0.775
"raw_derivative_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.775
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, raw_derivative_skew_scaled",4,0.775
"spike_prom_mean, raw_derivative_skew, spike_peak_mean, spike_peak_mean_scaled",4,0.775
"spike_prom_mean, raw_derivative_skew",2,0.775
"spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",3,0.775
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.77
"spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.77
"spike_prom_mean_scaled, spike_prom_skew_scaled",2,0.77
"spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.77
"spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",3,0.77
"spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.77
"spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.77
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled",3,0.77
"spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",3,0.77
"spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",3,0.77
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.77
"spike_prom_mean, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.77
"spike_prom_mean, spike_peak_mean, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.765
"spike_prom_mean, spike_peak_mean, raw_derivative_skew_scaled",3,0.765
"raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",4,0.765
"raw_derivative_skew, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.765
"raw_derivative_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.765
"spike_prom_mean, spike_peak_mean",2,0.765
"raw_derivative_skew, spike_prom_mean_scaled, spike_prom_skew_scaled",3,0.765
"spike_prom_mean, spike_peak_mean, spike_peak_mean_scaled",3,0.76
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled",4,0.755
"spike_prom_skew, spike_prom_mean_scaled, spike_peak_mean_scaled",3,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",5,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",6,0.755
"spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",4,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",5,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",5,0.755
"spike_prom_mean, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.755
"spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.755
"spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",4,0.755
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.75
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.75
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled",3,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled",4,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",5,0.75
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",5,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_peak_mean_scaled",4,0.75
"spike_prom_mean, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",4,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",7,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled",6,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",6,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",7,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled",7,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_peak_mean_scaled",6,0.75
"spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",5,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled",5,0.75
"spike_prom_mean, raw_derivative_skew, spike_prom_skew, spike_peak_mean, spike_prom_mean_scaled, raw_derivative_skew_scaled, spike_prom_skew_scaled, spike_peak_mean_scaled",8,0.75
